,description,indonesian_description,hs_code,id_,parent_id,depth,is_leaf
3640,Salts of N-(phosphonomethyl) glycine,Garam dari N-(fosfonometil) glisin,2931.90.22,3641,3639,3,True
3641,Ethephone,Etefon,2931.90.30,3642,3638,2,True
3642,Organo-arsenic compounds,Senyawa organo-arsenik,,3643,3638,2,False
3643,In liquid form,Dalam bentuk cair,2931.90.41,3644,3643,3,True
3644,Other,Lain-lain,2931.90.49,3645,3643,3,True
3645,Dimethyltin dichloride,Dimetiltin diklorida,2931.90.50,3646,3638,2,True
3646,Other,Lain-lain,2931.90.90,3647,3638,2,True
3647,Heterocyclic compounds with oxygen hetero-atom(s) only,Senyawa heterosiklik hanya dengan hetero atom oksigen,29.32,3648,0,0,False
3648,Compounds containing an unfused furan ring (whether or not hydrogenated) in the structure,Senyawa mengandung cincin furan tidak menyatu (dihidrogenasi maupun tidak) dalam struktur,,3649,3648,1,False
3649,Tetrahydrofuran,Tetrahidrofuran,2932.11.00,3650,3649,2,False
3650,2-Furaldehyde (furfuraldehyde),2-Furaldehida (furfuraldehida),2932.12.00,3651,3650,3,True
3651,Furfuryl alcohol and tetrahydrofurfuryl alcohol,Furfuril alkohol dan tetrahidrofurfuril alkohol,2932.13.00,3652,3649,2,True
3652,Sucralose,Sukralosa,2932.14.00,3653,3649,2,True
3653,Other,Lain-lain,2932.19.00,3654,3649,2,True
3654,Lactones,Lakton,2932.20,3655,3648,1,False
3655,"Coumarin N-(1,2-Benzopyrone) methylcoumarins and ethyl-coumarin","Kumarin N-(1,2-Benzopiron) metilkumarin dan etilkumarin",2932.20.10,3656,3655,2,True
3656,Other,Lain-lain,2932.20.90,3657,3655,2,True
3657,Other,Lain-lain,,3658,3648,1,False
3658,Isosafrole,Isosafrol,2932.91.00,3659,3658,2,False
3659,"1-(1,3-Benzodioxol-5-yl)propan-2-one","1-(1,3-Benzodioksol-5-il) propan-2-on",2932.92.00,3660,3659,4,True
3660,Piperonal,Piperonal,2932.93.00,3661,3658,2,True
3661,Safrole,Safrol,2932.94.00,3662,3658,2,True
3662,Tetrahydrocannabinols (all isomers),Tetrahidrokanabinol (semua isomernya),2932.95.00,3663,3658,2,True
3663,Other,Lain-lain,2932.99,3664,3658,2,False
3664,Carbofuran,Karbofuran,2932.99.10,3665,3664,3,True
3665,Other,Lain-lain,2932.99.90,3666,3664,3,True
3666,Heterocyclic compounds with nitrogen hetero-atom(s) only,Senyawa heterosiklik hanya dengan hetero atom nitrogen,29.33,3667,0,0,False
3667,Compounds containing an unfused pyrazole ring (whether or not hydrogenated) in the structure,Senyawa mengandung cincin pirazola tidak menyatu (dihidrogenasi maupun tidak) dalam struktur,,3668,3667,1,False
3668,Phenazone (antipyrin) and its derivatives,Fenazon (antipirin) dan turunannya,2933.11.00,3669,3668,2,True
3669,Other,Lain-lain,2933.19.00,3670,3668,2,True
3670,Compounds containing an unfused imidazole ring (whether or not hydrogenated) in the structure,Senyawa mengandung cincin imidazola tidak menyatu (dihidrogenasi maupun tidak) dalam struktur,,3671,3667,1,False
3671,Hydantoin and its derivatives,Hidantoin dan turunannya,2933.21.00,3672,3671,2,True
3672,Other,Lain-lain,2933.29.00,3673,3671,2,True
3673,Compounds containing an unfused pyridine ring (whether or not hydrogenated) in the structure,Senyawa mengandung cincin piridina tidak menyatu (dihidrogenasi maupun tidak) dalam struktur,,3674,3667,1,False
3674,Pyridine and its salts,Piridina dan garamnya,2933.31.00,3675,3674,2,True
3675,Piperidine and its salts,Piperidina dan garamnya,2933.32.00,3676,3674,2,True
3676,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN) intermediate A, phencyclidine (INN) (PCP), phenoperidine (INN), pipradrol (INN), piritramide (INN), propiram (INN) and trimeperidine (INN); salts thereof","Alfentanil (INN), anileridin (INN), bezitramida (INN), bromazepam (INN), difenoksin (INN), difenoksilat (INN), dipipanon (INN), fentanil (INN), ketobemidon (INN), metilfenidat (INN), pentazosin (INN), petidin (INN), petidin(INN) intermediate A, fensiklidin (INN) (PCP), fenoperidin (INN), pipradol (INN), piritramida (INN), propiram (INN) dan trimeperidin (INN); garamnya",2933.33.00,3677,3674,2,True
3677,Other,Lain-lain,2933.39,3678,3674,2,False
3678,Chlorpheniramine and isoniazid,Klorfeniramin dan isoniazid,2933.39.10,3679,3678,3,True
3679,Paraquat salts,Garam paraquat,2933.39.30,3680,3678,3,True
3680,Other,Lain-lain,2933.39.90,3681,3678,3,True
3681,"Compounds containing in the structure a quinoline or isoquinoline ring-system (whether or not hydrogenated), not further fused","Senyawa dalam strukturnya mengandung sistem-cincin kinolin atau isokinolin (dihidrogenasi maupun tidak), tidak disatukan lebih lanjut",,3682,3667,1,False
3682,Levorphanol (INN) and its salts,Levorfanol (INN) dan garamnya,2933.41.00,3683,3682,2,True
3683,Other,Lain-lain,2933.49,3684,3682,2,False
3684,Dextromethorphan,Dekstrometorfan,2933.49.10,3685,3684,3,True
3685,Other,Lain-lain,2933.49.90,3686,3684,3,True
3686,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure,Senyawa mengandung cincin pirimidina (dihidrogenasi maupun tidak) atau cincin piperazina dalam struktur,,3687,3667,1,False
3687,Malonylurea (barbituric acid) and its salts,Malonilurea (asam barbiturat) dan garamnya,2933.52.00,3688,3687,2,True
3688,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof","Alobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, siklobarbital (INN), metilfenobarbital (INN), pentobarbital (INN), fenobarbital (INN), sekbutabarbital (INN), sekobarbital (INN) dan vinilbital (INN); garamnya",2933.53.00,3689,3687,2,True
3689,Other derivatives of malonylurea (barbituric acid); salts thereof,Turunan lain dari malonilurea (asam barbiturat); garamnya,2933.54.00,3690,3687,2,True
3690,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof","Loprazolam (INN), meklokualon (INN), metakualon (INN) dan zipeprol (INN); garamnya",2933.55.00,3691,3687,2,True
3691,Other,Lain-lain,2933.59,3692,3687,2,False
3692,Diazinon,Diazinon,2933.59.10,3693,3692,3,True
3693,Other,Lain-lain,2933.59.90,3694,3692,3,True
3694,Compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure,Senyawa mengandung cincin triazina tidak disatukan (dihidrogenasi maupun tidak) dalam struktur,,3695,3667,1,False
3695,Melamine,Melamin,2933.61.00,3696,3695,2,True
3696,Other,Lain-lain,2933.69.00,3697,3695,2,True
3697,Lactams,Laktam,,3698,3667,1,False
3698,6-Hexanelactam (epsilon-caprolactam),6-Heksanalaktam (epsilon-kaprolaktam),2933.71.00,3699,3698,3,True
3699,Clobazam (INN) and methyprylon (INN),Klobasam (INN) dan metiprilon (INN),2933.72.00,3700,3698,2,True
3700,Other lactams,Laktam lainnya,2933.79.00,3701,3698,2,True
3701,Other,Lain-lain,,3702,3667,1,False
3702,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam (INN), lormetazepam (INN), mazindol (INN), medazepam (INN), midazolam (INN), nimetazepam (INN), nitrazepam (INN), nordazepam (INN), oxazepam (INN), pinazepam (INN), prazepam (INN), pyrovalerone (INN), temazepam (INN), tetrazepam (INN) and triazolam (INN); salts thereof","Alprazolam (INN), kamazepam (INN), klordiazepoksid (INN), klonazepam (INN), klorazepat, delorazepam (INN), diazepam (INN), estazolam (INN), etil loflazepat (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam (INN), lormetazepam (INN), mazindol (INN), medazepam (INN), midazolam (INN), nimetazepam (INN), nitrazepam (INN), nordazepam (INN), oxazepam (INN), pinazepam (INN), prazepam (INN), pirovaleron (INN), temazepam (INN), tetrazepam (INN) dan triazolam (INN); garamnya",2933.91.00,3703,3702,2,True
3703,Azinphos-methyl (ISO),Azinfos-metil (ISO),2933.92.00,3704,3702,2,True
3704,Other,Lain-lain,2933.99,3705,3702,2,False
3705,Mebendazole and parbendazole,Mebendazol dan parbendazol,2933.99.10,3706,3705,3,True
3706,Other,Lain-lain,2933.99.90,3707,3705,3,True
3707,"Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds","Asam nukleat dan garamnya, mempunyai rumus kimia tertentu maupun tidak; senyawa heterosiklik lainnya",29.34,3708,0,0,False
3708,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure,Senyawa mengandung cincin tiazol tidak disatukan (dihidrogenasi maupun tidak) dalam struktur,2934.10.00,3709,3708,1,True
3709,"Compounds containing in the structure a benzothiazole ring‐system (whether or not hydrogenated), not further fused","Senyawa dalam strukturnya mengandung sistem-cincin benzotiazol (dihidrogenasi maupun tidak), tidak disatukan lebih lanjut",2934.20.00,3710,3708,1,True
3710,"Compounds containing in the structure a phenothiazine ring‐system (whether or not hydrogenated), not further fused","Senyawa dalam strukturnya mengandung sistem-cincin fenotiazin (dihidrogenasi maupun tidak), tidak disatukan lebih lanjut",2934.30.00,3711,3708,1,True
3711,Other,Lain-lain,,3712,3708,1,False
3712,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts thereof","Aminoreks (INN), brotizolam (INN), klotiazepam (INN), kloksazolam (INN), dekstromoramid (INN), haloksazolam (INN), ketazolam (INN), mesokarb (INN), oksazolam (INN), pemolin (INN), fendimetrazin (INN), fenmetrazin (INN) dan sufentanil (INN); garamnya",2934.91.00,3713,3712,2,True
3713,Other,Lain-lain,2934.99,3714,3712,2,False
3714,Nucleic acids and their salts,Asam nukleat dan garamnya,2934.99.10,3715,3714,3,True
3715,Sultones; sultams; diltiazem,Sulton; sultam; diltiazem,2934.99.20,3716,3714,3,True
3716,6-Aminopenicillanic acid,Asam 6-amino penisilanat,2934.99.30,3717,3714,3,False
3717,3-Azido-3-deoxythymidine,3-Azido-3-deoksitimidina,2934.99.40,3718,3717,4,True
3718,"Oxadiazon, with a purity of 94 % or more","Oxadiazon, dengan kemurnian 94 % atau lebih",2934.99.50,3719,3714,3,True
3719,Other,Lain-lain,2934.99.90,3720,3714,3,True
3720,Sulphonamides,Sulfonamida,29.35,3721,0,0,False
3721,N-Methylperfluorooctane sulphonamide,N-Metilperfluorooktana sulfonamida,2935.10.00,3722,3721,1,True
3722,N-Ethylperfluorooctane sulphonamide,N-Etilperfluorooktana sulfonamida,2935.20.00,3723,3721,1,True
3723,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,N-Etil-N-(2-hidroksietil)perfluorooktana sulfonamida,2935.30.00,3724,3721,1,True
3724,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide,N-(2-Hydroksietil)-N-metilperfluorooktana sulfonamida,2935.40.00,3725,3721,1,True
3725,Other perfluorooctane sulphonamides,Perfluorooktana sulfonamida lainnya,2935.50.00,3726,3721,1,True
3726,Other,Lain-lain,2935.90.00,3727,3721,1,True
3727,SUB-CHAPTER XI,SUB-BAB XI,,3728,0,0,True
3728,"PROVITAMINS, VITAMINS AND HORMONES","PROVITAMIN, VITAMIN DAN HORMON",,3729,0,0,True
3729,"Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent","Provitamin dan vitamin, alami atau direproduksi secara sintesis (termasuk konsentrat alami), turunannya terutama digunakan sebagai vitamin, dan campuran dari bahan yang telah disebutkan, didalam pelarut apapun maupun tidak",29.36,3730,0,0,False
3730,"Vitamins and their derivatives, unmixed","Vitamin dan turunannya, tidak dicampur",,3731,3730,1,False
3731,Vitamin A and their derivatives,Vitamin A dan turunannya,2936.21.00,3732,3731,2,True
3732,Vitamin B1 and its derivatives,Vitamin B1 dan turunannya,2936.22.00,3733,3731,2,True
3733,Vitamin B2 and its derivatives,Vitamin B2 dan turunannya,2936.23.00,3734,3731,2,True
3734,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,D-atau DL-asam Pantotenat (vitamin B3 atau vitamin B5) dan turunannya,2936.24.00,3735,3731,2,True
3735,Vitamin B6 and its derivatives,Vitamin B6 dan turunannya,2936.25.00,3736,3731,2,True
3736,Vitamin B12 and its derivatives,Vitamin B12 dan turunannya,2936.26.00,3737,3731,2,True
3737,Vitamin C and its derivatives,Vitamin C dan turunannya,2936.27.00,3738,3731,2,True
3738,Vitamin E and its derivatives,Vitamin E dan turunannya,2936.28.00,3739,3731,2,True
3739,Other vitamins and their derivatives,Vitamin lainnya dan turunannya,2936.29.00,3740,3731,2,True
3740,"Other, including natural concentrates","Lain-lain, termasuk konsentrat alami",2936.90.00,3741,3730,1,True
3741,"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones","Hormon, prostaglandin, tromboksan dan leukotrien, alami atau direproduksi secara sintesis; turunan dan analog strukturnya, termasuk rantai polipeptida yang dimodifikasi, digunakan terutama sebagai hormon",29.37,3742,0,0,False
3742,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues","Hormon polipeptida, hormon protein dan hormon glikoprotein, turunan dan analog strukturnya",,3743,3742,1,False
3743,"Somatotropin, its derivatives and structural analogues","Somatotropin, turunan dan analog strukturnya",2937.11.00,3744,3743,2,True
3744,Insulin and its salts,Insulin dan garamnya,2937.12.00,3745,3743,2,True
3745,Other,Lain-lain,2937.19.00,3746,3743,2,True
3746,"Steroidal hormones, their derivatives and structural analogues","Hormon steroid, turunan dan analog strukturnya",,3747,3742,1,False
3747,"Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)","Kortison, hidrokortison, prednison (dehidrokortison) dan prednisolon (dehidrohidrokortison)",2937.21.00,3748,3747,2,True
3748,Halogenated derivatives of corticosteroidal hormones,Turunan yang dihalogenasi dari hormon kortikosteroid,2937.22.00,3749,3747,2,True
3749,Oestrogens and progestogens,Estrogen dan progestogen,2937.23.00,3750,3747,2,True
3750,Other,Lain-lain,2937.29.00,3751,3747,2,True
3751,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","Prostaglandin, tromboksan dan leukotrien, turunan dan analog strukturnya",2937.50.00,3752,3742,1,True
3752,Other,Lain-lain,2937.90,3753,3742,1,False
3753,Of oxygen-function amino-compounds,Dari senyawa-amino dengan fungsi-oksigen,2937.90.10,3754,3753,2,True
3754,Epinephrine; amino-acid derivatives,Epinefrin; turunan asam amino,2937.90.20,3755,3753,2,True
3755,Other,Lain-lain,2937.90.90,3756,3753,2,True
3756,SUB-CHAPTER XII,SUB-BAB XII,,3757,0,0,True
3757,"GLYCOSIDES AND ALKALOIDS, NATURAL OR REPRODUCED BY SYNTHESIS, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES","GLIKOSIDA DAN ALKALOID, ALAMI ATAU DIREPRODUKSI SECARA SINTETIS, DAN GARAM, ETER, ESTER SERTA TURUNAN LAINNYA",,3758,0,0,True
3758,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","Glikosida, alami atau direproduksi secara sintesis, dan garam, eter, ester serta turunan lainnya",29.38,3759,0,0,False
3759,Rutoside (rutin) and its derivatives,Rutosida (rutin) dan turunannya,2938.10.00,3760,3759,1,True
3760,Other,Lain-lain,2938.90.00,3761,3759,1,True
3761,"Alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","Alkaloid, alami atau direproduksi secara sintesis, dan garam, eter, ester serta turunan lainnya",29.39,3762,0,0,False
3762,Alkaloids of opium and their derivatives; salts thereof,Alkaloid dari opium dan turunannya; garamnya,,3763,3762,1,False
3763,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN), thebacon (INN) and thebaine; salts thereof","Konsentrat jerami poppy; buprenorfin (INN), kodein, dihidrokodein (INN), etilmorfin, etorfin (INN), heroin, hidrokodon (INN), hidromorfon (INN), morfin, nikomorfin (INN), oksikodon (INN), oksimorfon (INN), folkodin (INN), tebakon (INN) dan tebain; garamnya",2939.11,3764,3763,2,False
3764,Concentrates of poppy straw and salts thereof,Konsentrat jerami poppy dan garamnya,2939.11.10,3765,3764,3,True
3765,Other,Lain-lain,2939.11.90,3766,3764,3,True
3766,Other,Lain-lain,2939.19.00,3767,3763,2,True
3767,Alkaloids of cinchona and their derivatives; salts thereof,Alkaloid dari kina dan turunannya; garamnya,2939.20,3768,3762,1,False
3768,Quinine and its salts,Kinin dan garamnya,2939.20.10,3769,3768,2,True
3769,Other,Lain-lain,2939.20.90,3770,3768,2,True
3770,Caffeine and its salts,Kafein dan garamnya,2939.30.00,3771,3762,1,True
3771,Ephedrines and their salts,Efedrin dan garamnya,,3772,3762,1,False
3772,Ephedrine and its salts,Efedrin dan garamnya,2939.41.00,3773,3772,2,True
3773,Pseudoephedrine (INN) and its salts,Pseudoefedrin (INN) dan garamnya,2939.42.00,3774,3772,2,True
3774,Cathine (INN) and its salts,Katin (INN) dan garamnya,2939.43.00,3775,3772,2,True
3775,Norephedrine and its salts,Norefedrin dan garamnya,2939.44.00,3776,3772,2,True
3776,Other,Lain-lain,2939.49,3777,3772,2,False
3777,Phenylpropanolamine (PPA),Fenilpropanolamin (PPA),2939.49.10,3778,3777,3,True
3778,Other,Lain-lain,2939.49.90,3779,3777,3,True
3779,Theophylline and aminophylline (theophylline- ethylenediamine) and their derivatives; salts thereof,Teofilin dan aminofilin (teofilin-etilenadiamina) dan turunannya; garamnya,,3780,3762,1,False
3780,Fenetylline (INN) and its salts,Fenetilin (INN) dan garamnya,2939.51.00,3781,3780,2,True
3781,Other,Lain-lain,2939.59.00,3782,3780,2,True
3782,Alkaloids of rye ergot and their derivatives; salts thereof,Alkaloid dari rye ergot dan turunannya; garamnya,,3783,3762,1,False
3783,Ergometrine (INN) and its salts,Ergometrin (INN) dan garamnya,2939.61.00,3784,3783,2,True
3784,Ergotamine(INN) and its salts,Ergotamin (INN) dan garamnya,2939.62.00,3785,3783,2,True
3785,Lysergic acid and its salts,Asam lisergat dan garamnya,2939.63.00,3786,3783,2,True
3786,Other,Lain-lain,2939.69.00,3787,3783,2,True
3787,"Other, of vegetal origin","Lain-lain, berasal dari tumbuhan",,3788,3762,1,False
